,Title,"IC50, mmg/ml","CC50-MDCK, mmg/ml",SI,Hydrogen bond acceptors,Hydrogen bond donors,Polar SA,SMILES,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,FOSA,FISA,PISA,WPSA,donorHB,accptHB,dip^2/V,glob,QPlogPo/w,QPlogS,QPlogHERG,QPPCaco,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,RuleOfFive,#ringatoms,#in34,#noncon
211,2373-Ya-63-10,30.0,64.7,2.1566666666666667,1,0,9.23,CC(C)[C@@H]1CC[C@@](C)(OC)[C@H](CC2)[C@H]1[C@H]([C@@]23C)C(=C)CCC3,5.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,304.515,1.581,616.577,0.0,10.899,0.0,0.0,0.75,0.0022971,0.8155554,5.32,-8.502,-4.568,9906.038,5899.293,-1.289,7.411,-0.728,2.0,1.0,100.0,0.0,0.0,7.091,1.0,17.0,0.0,16.0
212,2374-AS-284,3.9,34.8,8.923076923076923,3,0,64.49,C[C@]12C(C)(C)[C@@H](CC2)C[C@@H]1OC(=O)CCSc3ccccn3,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,319.461,4.899,350.307,42.738,172.473,11.002,0.0,3.0,0.0231674,0.8587881,4.54,-4.805,-4.639,3895.989,2471.768,-1.22,9.145,0.683,2.0,3.0,100.0,0.0,0.0,36.484,0.0,13.0,0.0,7.0
213,2374-AS-285,3.1,23.1,7.451612903225807,4,0,77.38,C[C@]12C(C)(C)[C@@H](CC2)C[C@@H]1OC(=O)CCSc3ncccn3,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,320.449,5.105,351.788,62.55,145.131,12.704,0.0,4.0,0.0254101,0.8595182,3.823,-4.207,-4.497,2527.771,1582.166,-1.681,9.191,1.042,3.0,3.0,100.0,0.0,0.0,49.269,0.0,13.0,0.0,7.0
214,2376-AS-287,4.5,106.0,23.55555555555556,3,0,69.42,C[C@]12C(C)(C)[C@@H](CC2)C[C@@H]1OC(=O)CCSc3nccn3C,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,322.465,6.801,394.677,51.91,99.792,35.297,0.0,3.5,0.0440019,0.8595814,4.341,-4.747,-4.28,3188.847,2704.412,-1.645,9.393,0.15,1.0,3.0,100.0,0.0,0.0,43.106,0.0,12.0,0.0,7.0
215,2377-AS-283,3.3,87.1,26.393939393939394,5,0,89.26,C[C@]12C(C)(C)[C@@H](CC2)C[C@@H]1OC(=O)CCSC3=NCCS3,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,327.499,2.807,467.279,39.842,4.592,60.192,0.0,3.5,0.0076797,0.8603851,4.245,-4.671,-3.813,4150.299,4922.102,-1.758,9.305,0.694,1.0,3.0,100.0,0.0,0.0,35.999,0.0,12.0,0.0,9.0
216,2409-TX-2511,30.0,91.6,3.053333333333333,3,0,39.44,CC(C)=CCC/C(C)=C/COc(cc1)cc(c12)oc(=O)cc2,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,298.381,8.646,331.071,71.903,227.552,0.0,0.0,3.25,0.0697866,0.8029671,4.469,-5.487,-5.805,2060.822,1080.913,-1.467,9.318,0.928,7.0,3.0,100.0,0.0,0.0,48.496,0.0,10.0,0.0,0.0
217,2410-I8-60-2,6.8,300.0,44.11764705882353,2,1,29.46,C1C[C@@H](C)C[C@@H](O2)[C@@H]1[C@](C)(O)CC23CCCC3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,238.369,2.195,444.293,35.372,0.0,0.0,1.0,1.5,0.0057029,0.9012821,3.673,-4.27,-3.129,4575.772,2559.964,-2.075,10.486,-2.612,2.0,3.0,100.0,0.0,0.0,26.899,0.0,14.0,0.0,13.0
218,2411-j758H,30.0,76.4,2.546666666666667,0,1,12.03,CC(C)([C@H]12)[C@@H](C1)CC=C2CNc3ccccc3,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,227.349,2.365,266.953,9.384,228.079,0.0,1.0,1.0,0.006495,0.8679765,4.418,-4.56,-4.756,8070.757,4727.341,-0.601,8.075,-0.564,6.0,3.0,100.0,0.0,0.0,13.085,0.0,13.0,4.0,5.0
219,2412-TX-2518,330.0,330.0,1.0,3,0,39.44,CC(C)([C@@H]12)[C@H](C1)CC=C2COc(cc3)cc(c34)oc(=O)cc4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,296.365,7.812,262.988,71.903,224.358,0.0,0.0,3.25,0.0622817,0.8530339,3.869,-4.625,-4.98,2060.822,1080.913,-1.766,9.305,0.915,4.0,3.0,100.0,0.0,0.0,48.507,0.0,17.0,4.0,5.0
220,2413-I8-34-2,4.7,45.1,9.595744680851064,2,1,29.46,C[C@@]1(O)CC(C)(C)O[C@@H]([C@H]12)C[C@H](C)CC2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,212.331,2.458,408.167,35.593,0.0,0.0,1.0,1.5,0.0078735,0.9132753,3.173,-3.615,-2.935,4553.749,2546.649,-2.079,10.552,-2.583,2.0,3.0,100.0,0.0,0.0,27.91,0.0,10.0,0.0,9.0
221,2414-TX-2483,2.3,10.7,4.652173913043479,6,0,67.13,COc(c1)c(OC)c(OC)cc1COc(cc2)cc(c23)oc(=O)cc3C,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,356.374,9.793,367.999,71.903,192.653,0.0,0.0,5.5,0.086705,0.8176693,3.56,-4.348,-5.401,2060.822,1080.913,-1.59,9.35,0.95,6.0,3.0,100.0,0.0,0.0,72.486,0.0,16.0,0.0,0.0
222,2415-j757H,12.0,38.9,3.2416666666666667,1,0,24.92,C=C(C)[C@H](CC1)CC=C1CNCc2cccnc2,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,242.363,2.947,293.819,40.938,218.484,0.0,1.0,3.0,0.0092246,0.8395524,3.361,-3.237,-5.896,1010.621,553.591,-3.087,9.389,0.083,9.0,3.0,100.0,0.0,0.0,26.468,0.0,12.0,0.0,4.0
223,2416-I8-40-4,36.0,38.2,1.0611111111111111,2,1,29.46,C[C@@]1(O)CC(CC)(CC)O[C@@H]([C@H]12)C[C@H](C)CC2,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,240.385,2.384,448.156,35.593,0.0,0.0,1.0,1.5,0.0066571,0.8995565,3.724,-4.019,-3.157,4553.748,2546.648,-1.887,10.481,-2.599,2.0,3.0,100.0,0.0,0.0,26.651,0.0,10.0,0.0,9.0
224,2417-j723H,6.0,11.5,1.9166666666666667,0,0,12.03,CC(C)([C@H]12)[C@@H](C1)CC=C2CNCc3ccccc3,1.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,241.375,1.413,306.259,12.029,208.651,0.0,1.0,1.5,0.002187,0.8633407,3.977,-3.43,-5.465,1899.885,1095.219,-2.685,9.258,-0.454,5.0,3.0,100.0,0.0,0.0,12.968,0.0,13.0,4.0,5.0
225,2418-j761H,3.2,19.7,6.156249999999999,1,0,24.92,CC(C)([C@H]12)[C@@H](C1)CC=C2CNCc3cccnc3,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,242.363,1.858,305.441,34.585,192.876,0.0,1.0,3.0,0.0037854,0.8535252,3.194,-3.035,-5.548,1160.99,643.134,-3.156,9.337,0.053,7.0,3.0,100.0,0.0,0.0,26.518,0.0,13.0,4.0,5.0
226,2419-I8-59-1,2.0,192.8,96.4,3,2,49.69,CC(C)(O)CCC[C@@H](C)C[C@@H](C[C@@]1(C)O)O[C@@H]([C@H]12)C[C@H](C)CC2,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,326.518,1.136,587.398,70.765,0.0,0.0,2.0,3.2,0.001094,0.8201364,4.645,-5.596,-4.442,2112.672,1110.338,-2.056,10.409,-2.64,3.0,3.0,100.0,0.0,0.0,46.121,0.0,10.0,0.0,9.0
227,2420-K1-217,11.0,30.4,2.763636363636364,0,0,18.51,CC(C)=CCC[C@@H](C)CCN[C@@H]([C@]12C)[C@]3(C)CN(C2)CN(C1)C3,1.0,3.0,0.0,0.0,0.0,7.0,0.0,2.0,319.532,1.719,607.203,21.922,11.231,0.0,1.0,5.5,0.0025416,0.8353496,2.567,-1.131,-6.428,95.216,52.734,-5.337,8.976,-0.961,4.0,3.0,77.393,0.0,0.0,20.156,0.0,10.0,0.0,8.0
228,2421-j756H,3.0,30.0,10.0,0,1,12.03,C=C(C)[C@H](CC1)CC=C1CNc2ccccc2,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,227.349,2.366,266.717,9.185,260.477,0.0,1.0,1.0,0.0062166,0.8405901,4.705,-4.992,-5.354,8105.934,4749.616,-0.387,8.087,-0.554,8.0,3.0,100.0,0.0,0.0,12.116,0.0,12.0,0.0,4.0
229,2422-J642,1.4,15.8,11.285714285714286,2,0,30.49,COc(cc1)c(OC)cc1CCNCC2=CC[C@@H](C3)C(C)(C)[C@H]23,1.0,1.0,0.0,0.0,0.0,7.0,0.0,2.0,315.455,2.96,533.559,2.225,70.717,0.0,1.0,3.0,0.0080461,0.8440329,4.399,-3.873,-5.119,2353.416,1380.359,-2.702,8.635,-0.389,7.0,3.0,100.0,0.0,0.0,25.245,0.0,13.0,4.0,5.0
230,2423-j763H,1.0,8.7,8.7,2,0,30.49,C=C(C)[C@@H](CC1)CC=C1CNCCc2cc(OC)c(cc2)OC,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,315.455,1.789,487.301,16.095,143.167,0.0,1.0,3.0,0.0028098,0.8158008,4.7,-4.439,-5.921,1738.467,994.996,-2.606,8.781,-0.231,9.0,3.0,100.0,0.0,0.0,29.453,0.0,12.0,0.0,4.0
231,2424-I7-124-1,2.7,300.0,111.1111111111111,4,2,66.76,O=Cc1cc(ccc1)[C@H](C[C@@]2(C)O)O[C@H]([C@H]23)[C@H](O)C(C)=CC3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,302.369,5.304,238.844,129.01,119.954,0.0,2.0,6.15,0.0312442,0.9244583,1.613,-2.732,-3.326,592.239,280.832,-3.187,9.416,0.551,7.0,3.0,86.014,0.0,0.0,81.894,0.0,16.0,0.0,7.0
232,2425-j762H,7.1,29.4,4.140845070422535,0,0,12.03,c1ccccc1CCNCC2=CC[C@H](C3)C(C)(C)[C@@H]23,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,255.402,1.347,337.342,2.449,196.058,0.0,1.0,1.5,0.0018877,0.878922,4.344,-3.431,-5.152,2341.932,1373.08,-2.457,9.157,-0.543,5.0,3.0,100.0,0.0,0.0,10.715,0.0,13.0,4.0,5.0
233,2426-TX-2513,300.0,300.0,1.0,4,0,48.67,c1ccc(OC)cc1COc(cc2)cc(c23)oc(=O)cc3,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,282.295,7.662,115.675,71.903,347.581,0.0,0.0,4.0,0.0650605,0.8438507,3.143,-3.613,-5.716,2060.823,1080.913,-1.236,9.353,0.956,3.0,3.0,100.0,0.0,0.0,56.979,0.0,16.0,0.0,0.0
234,2427-TX-2512,2.0,2.0,1.0,6,0,67.13,COc(c1)c(OC)c(OC)cc1COc(cc2)cc(c23)oc(=O)cc3,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,342.348,9.263,289.663,71.903,246.263,0.0,0.0,5.5,0.0813252,0.8246366,3.291,-3.879,-5.544,2060.822,1080.913,-1.401,9.39,0.99,5.0,3.0,100.0,0.0,0.0,72.486,0.0,16.0,0.0,0.0
235,2429-TX-2510,8.3,236.0,28.433734939759034,3,0,39.44,CC(C)([C@H]12)[C@@H](C1)CC=C2COc(cc3)cc(c34)oc(=O)cc4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,296.365,7.811,262.982,71.903,224.357,0.0,0.0,3.25,0.0622811,0.8530444,3.869,-4.625,-4.98,2060.822,1080.913,-1.766,9.305,0.915,4.0,3.0,100.0,0.0,0.0,48.507,0.0,17.0,4.0,5.0
236,2430-TX-2519,3.0,2.1,0.7000000000000001,3,0,39.44,CC(C)([C@H]12)[C@@H](C1)CC=C2CCOc(cc3)cc(c34)oc(=O)cc4,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,310.392,5.516,285.303,71.903,200.03,0.0,0.0,3.25,0.0302776,0.8706528,4.004,-4.424,-4.579,2060.821,1080.912,-1.756,9.27,0.926,4.0,3.0,100.0,0.0,0.0,45.532,0.0,17.0,4.0,5.0
237,2431-j765H,9.0,32.6,3.6222222222222222,0,0,12.03,C=C(C)[C@@H](CC1)CC=C1CNCc2ccccc2,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,241.375,0.906,300.052,7.597,259.698,0.0,1.0,1.5,0.0008534,0.8299624,4.374,-4.012,-6.248,2092.924,1215.979,-2.327,9.21,-0.338,7.0,3.0,100.0,0.0,0.0,12.713,0.0,12.0,0.0,4.0
238,2432-K1-177,7.8,46.9,6.012820512820513,0,0,18.51,CC(C)([C@H]12)[C@@H](C1)CC=C2CN[C@@H]([C@]34C)[C@]5(C)CN(C4)CN(C3)C5,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,315.501,1.861,523.299,20.96,20.228,0.0,1.0,5.5,0.0032813,0.8884127,1.936,-0.46,-5.613,97.238,53.946,-5.672,8.972,-0.844,4.0,2.0,73.858,0.0,0.0,20.072,0.0,17.0,4.0,13.0
239,2433-TX-2480,3.0,22.9,7.633333333333333,3,0,39.44,CC(C)([C@H]12)[C@@H](C1)CC=C2CCOc(cc3)cc4oc(=O)c(c5c34)CCCC5,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,364.483,5.42,460.406,60.909,117.418,0.0,0.0,3.25,0.0249869,0.8433857,5.098,-5.968,-4.626,2619.966,1401.129,-1.844,9.062,0.799,6.0,3.0,100.0,0.0,0.0,43.597,1.0,21.0,4.0,9.0
240,2434-j764H,2.0,26.2,13.1,0,0,12.03,C=C(C)[C@@H](CC1)CC=C1CNCCc2ccccc2,1.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,255.402,1.634,337.937,10.834,248.661,0.0,1.0,1.5,0.0026259,0.8184914,4.698,-4.406,-6.381,1950.11,1126.547,-2.33,9.189,-0.338,7.0,3.0,100.0,0.0,0.0,12.627,0.0,12.0,0.0,4.0
241,2587-HB-81,16.3,300.0,18.404907975460123,4,0,55.54,C1COCCN1CCc2cn(nn2)CC/N=C(\[C@]34C)C[C@@H](C3(C)C)CC4,0.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,359.514,7.957,582.122,61.397,23.728,0.0,0.0,7.2,0.0522596,0.8237281,2.769,-2.733,-5.224,646.506,341.571,-3.958,9.213,-0.141,4.0,3.0,93.463,0.0,0.0,63.362,0.0,18.0,0.0,10.0
242,2588-AS-293-6,2.0,6.3,3.15,3,0,38.77,C1COCCN1CC(=O)O[C@@H]2C[C@H](CC3)C(C)(C)[C@@]23C,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,281.394,2.447,489.443,27.606,0.0,0.0,0.0,5.7,0.0063874,0.8960898,1.919,-1.323,-3.94,1352.098,758.288,-3.803,9.635,-0.714,3.0,3.0,94.22,0.0,0.0,42.025,0.0,13.0,0.0,11.0
243,2589-MA-11,8.7,300.0,34.48275862068966,4,0,64.33,COCCNCCc1cn(nn1)CC/N=C(\[C@]23C)C[C@@H](C2(C)C)CC3,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,347.503,7.679,603.778,67.196,27.308,0.0,1.0,6.7,0.0478736,0.7958088,3.234,-3.652,-5.692,569.609,297.877,-3.764,9.021,-0.242,4.0,3.0,95.199,0.0,0.0,69.652,0.0,12.0,0.0,6.0
244,2590-MA-13,9.8,300.0,30.612244897959183,3,0,43.07,CC(C)(C)c1cn(nn1)CC\N=C(\[C@]23C)C[C@@H](C2(C)C)CC3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,302.462,6.571,558.963,55.024,17.231,0.0,0.0,3.5,0.0388606,0.8218566,4.478,-5.532,-4.497,2979.246,1609.915,-1.993,9.932,0.061,1.0,3.0,100.0,0.0,0.0,47.541,0.0,12.0,0.0,6.0
245,2593-M3-51,11.3,300.0,26.54867256637168,4,0,75.32,CC1(C)[C@@H](CC2)CC(\[C@]12C)=N\CCSC3=NCCS3,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,296.488,1.9,439.386,31.833,4.592,85.492,0.0,2.5,0.0037049,0.8467863,4.545,-5.104,-4.033,4943.407,8181.497,-1.61,9.125,0.563,1.0,3.0,100.0,0.0,0.0,29.142,0.0,12.0,0.0,8.0
246,2594-isobor,16.3,300.0,18.404907975460123,1,1,20.23,C[C@]12C(C)(C)[C@@H](CC2)C[C@H]1O,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,154.252,1.715,317.721,38.042,0.0,0.0,1.0,1.7,0.0049933,0.9555717,1.972,-1.985,-2.251,4316.691,2403.66,-2.125,10.65,-2.976,1.0,3.0,100.0,0.0,0.0,20.051,0.0,7.0,0.0,7.0
247,2595-AS-297-11,3.2,98.0,30.625,3,0,38.77,C[C@]12C(C)(C)[C@@H](CC2)C[C@H]1OC(=O)CCN3CCOCC3,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,295.421,2.158,529.666,32.155,0.0,0.0,0.0,5.7,0.0046168,0.865612,2.348,-2.008,-4.433,1224.251,681.094,-3.791,9.555,-0.839,3.0,3.0,95.964,0.0,0.0,44.25,0.0,13.0,0.0,11.0
248,2596-AS-292,10.0,300.0,30.0,2,0,26.3,ClCC(=O)O[C@@H]1C[C@H](CC2)C(C)(C)[C@@]12C,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,230.734,2.684,341.687,35.503,0.0,65.01,0.0,2.0,0.0094872,0.9101524,3.276,-3.67,-2.986,4562.69,5794.447,-2.078,10.743,-0.116,1.0,3.0,100.0,0.0,0.0,30.84,0.0,7.0,0.0,7.0
249,2597-Ya-fenh,150.0,150.0,1.0,1,1,20.23,C1C[C@H](C2)C(C)(C)[C@@H](O)[C@@]12C,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,154.252,1.674,334.174,29.436,0.0,0.0,1.0,1.7,0.0046427,0.9500914,2.139,-2.077,-2.34,5209.038,2944.964,-1.966,10.618,-2.936,1.0,3.0,100.0,0.0,0.0,17.518,0.0,7.0,0.0,7.0
250,2598-AS-294,20.7,150.0,7.246376811594203,2,0,26.3,ClCCC(=O)O[C@@H]1C[C@H](CC2)C(C)(C)[C@@]12C,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,244.761,2.396,372.136,27.699,0.0,73.238,0.0,2.0,0.0070194,0.8939383,3.744,-4.128,-3.248,5410.372,7728.238,-1.838,10.661,-0.514,1.0,3.0,100.0,0.0,0.0,30.039,0.0,7.0,0.0,7.0
251,2602-Ya-309,300.0,300.0,1.0,1,2,82.5,NC(=S)N\N=C\1C[C@H](CC2)C(C)(C)[C@@]12C,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,225.351,10.256,301.125,98.469,0.0,75.294,3.0,3.5,0.1334621,0.8689321,2.005,-3.458,-3.653,1153.763,1492.635,-3.142,8.262,0.299,2.0,3.0,93.491,0.0,0.0,62.582,0.0,7.0,0.0,6.0
252,2604-Ya-523,5.0,300.0,60.0,1,1,29.1,CC(=O)N[C@@H]1[C@](C)(CCC2)[C@@H]([C@H]3[C@@]12C)CC(C)(C)C3,2.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,263.422,8.155,406.102,53.481,0.0,0.0,1.0,2.5,0.0789351,0.9387231,2.52,-2.111,-1.149,1353.434,1669.609,-2.409,7.372,-1.651,1.0,3.0,100.0,0.0,44.887,34.764,0.0,16.0,8.0,12.0
253,2605-Ya-530,9.2,300.0,32.608695652173914,2,1,41.46,CC(=O)N[C@]1(C)CC[C@H](C2)C(C)(C)N=C(C)[C@@H]12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,236.356,6.566,434.88,38.231,4.592,0.0,2.0,2.5,0.0519849,0.8936786,2.958,-3.897,-3.274,4298.913,2392.962,-2.208,8.672,-0.184,3.0,3.0,100.0,0.0,0.0,34.287,0.0,14.0,0.0,8.0
254,2606-Ya-519,2.9,42.3,14.586206896551724,2,0,26.3,O=C(O1)C[C@@H]([C@@]12C)[C@]3(C)[C@H](CC2)C(C)(C)CCC3,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,250.38,6.046,379.616,54.793,0.0,0.0,0.0,3.0,0.0457097,0.9590979,2.672,-2.878,-2.194,2994.35,1618.739,-2.529,10.793,-1.131,1.0,3.0,100.0,0.0,0.0,34.695,0.0,13.0,0.0,11.0
255,2607-M3-41,9.8,223.0,22.755102040816325,3,1,79.23,CC1(C)[C@@H](CC2)CC(\[C@]12C)=N\CCSc3nnc[nH]3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,278.415,8.622,324.305,105.766,62.371,39.426,1.0,3.0,0.0809293,0.859151,3.268,-4.245,-4.109,983.835,799.241,-2.769,9.521,0.424,1.0,3.0,100.0,0.0,0.0,62.783,0.0,12.0,0.0,6.0
256,2608-M3-43,2.3,150.0,65.21739130434783,2,1,66.34,CC1(C)[C@@H](CC2)CC(\[C@]12C)=N/CCSc(n3)[nH]c(c34)cccc4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,327.487,3.926,349.49,51.333,190.902,41.055,1.0,2.5,0.0140024,0.8148529,5.16,-6.258,-5.438,3229.332,2948.089,-1.313,8.921,0.464,1.0,1.0,100.0,0.0,0.0,44.139,1.0,16.0,0.0,6.0
257,2609-Ya-Skl,1.0,6.4,6.4,2,2,40.46,C=C[C@](C)(O)CC[C@H]1[C@](C)(O)CC[C@H]([C@@]12C)C(C)(C)CCC2,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,308.503,2.943,489.567,51.108,26.36,0.0,2.0,1.5,0.008336,0.8749632,4.587,-4.771,-3.681,3245.175,1765.786,-1.793,9.868,-1.328,2.0,3.0,100.0,0.0,0.0,32.395,0.0,10.0,0.0,10.0
258,2610-Ya-DhSkl,2.8,12.0,4.285714285714286,2,2,40.46,CC[C@](C)(O)CC[C@H]1[C@](C)(O)CC[C@H]([C@@]12C)C(C)(C)CCC2,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,310.519,0.894,523.989,43.476,0.0,0.0,2.0,1.5,0.0007663,0.8765919,4.635,-4.779,-3.529,3833.701,2114.327,-1.745,10.104,-2.949,2.0,3.0,100.0,0.0,0.0,32.913,0.0,10.0,0.0,10.0
259,2708-Li-116-4,300.0,300.0,1.0,2,1,100.84,[O-][N+](=O)c(s1)ccc1[C@@H](C[C@@]2(C)O)O[C@@H]([C@H]23)C[C@H](C)CC3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,311.395,7.284,303.975,135.859,81.546,33.587,1.0,3.45,0.0548977,0.8517697,3.176,-4.917,-4.319,509.977,364.954,-3.544,10.372,1.731,4.0,3.0,94.004,0.0,0.0,72.984,0.0,15.0,0.0,9.0
260,2709-Li-141-2,10.0,18.3,1.83,2,1,100.84,[O-][N+](=O)c(s1)ccc1[C@@H](C[C@]2(C)O)O[C@H]([C@H]23)C[C@H](C)CC3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,311.395,6.682,302.494,134.325,61.883,22.806,1.0,3.45,0.0484178,0.8786316,2.855,-4.327,-3.791,527.341,330.288,-3.585,10.341,1.856,4.0,3.0,92.383,0.0,0.0,72.729,0.0,15.0,0.0,9.0
261,2710-Li-137-1,46.0,184.0,4.0,2,1,100.84,[O-][N+](=O)c(s1)ccc1[C@@H](C[C@]2(C)O)O[C@@H]([C@H]23)C[C@H](C)CC3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,311.395,7.949,314.766,128.255,81.546,33.543,1.0,3.45,0.0649848,0.8505196,3.261,-4.998,-4.34,602.084,436.452,-3.404,10.338,1.696,4.0,3.0,95.792,0.0,0.0,71.482,0.0,15.0,0.0,9.0
262,2719-I8-89-2,22.0,56.0,2.5454545454545454,2,1,29.46,C/C=C/[C@@H](C[C@@]1(C)O)O[C@@H]([C@H]12)C[C@H](C)CC2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,224.342,2.338,443.42,35.593,17.535,0.0,1.0,2.45,0.0064776,0.8699091,3.302,-4.11,-3.721,4553.75,2546.65,-1.922,9.86,-0.868,4.0,3.0,100.0,0.0,0.0,27.953,0.0,10.0,0.0,9.0
263,2720-I8-93-3,300.0,300.0,1.0,2,1,29.46,C\C=C\C=C\[C@@H](C[C@@]1(C)O)O[C@@H]([C@H]12)C[C@H](C)CC2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,250.38,2.371,474.828,35.593,45.789,0.0,1.0,2.45,0.005917,0.8403545,4.004,-5.025,-4.334,4553.749,2546.649,-1.726,9.194,-0.162,4.0,3.0,100.0,0.0,0.0,27.953,0.0,10.0,0.0,9.0
264,2721-I8-91-2,100.0,166.0,1.66,2,1,29.46,CCC[C@@H](C[C@@]1(C)O)O[C@@H]([C@H]12)C[C@H](C)CC2,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,226.358,2.206,461.795,35.593,0.0,0.0,1.0,2.45,0.0056992,0.8753532,3.325,-3.949,-3.549,4553.75,2546.65,-1.887,10.509,-2.581,2.0,3.0,100.0,0.0,0.0,26.74,0.0,10.0,0.0,9.0
265,2722-I8-68-1,6.9,81.3,11.782608695652172,2,1,29.46,C1C[C@@H](C)C[C@@H](O2)[C@@H]1[C@](C)(O)CC23CCCCCC3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,266.423,2.381,471.046,35.183,0.0,0.0,1.0,1.5,0.0061687,0.9029066,4.147,-4.757,-3.103,4594.771,2571.455,-2.072,10.488,-2.551,2.0,3.0,100.0,0.0,0.0,26.699,0.0,16.0,0.0,15.0
266,2725-Ya-538-9,330.0,330.0,1.0,2,0,34.89,C[C@]12C(C)(C)[C@H](CC1)c3n(C2=O)c4c(n3)cccc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,254.331,3.718,254.234,47.908,171.157,0.0,0.0,4.5,0.0165677,0.9054555,2.415,-2.83,-3.878,3480.09,1904.343,-1.8,8.969,0.552,1.0,3.0,100.0,0.0,0.0,38.274,0.0,15.0,0.0,5.0
267,2726-Ya-538-6,11.0,67.2,6.109090909090909,2,0,34.89,CC1(C)[C@@H](CC2)C(=O)n(c3[C@]12C)c4c(n3)cccc4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,254.331,3.7,255.05,48.022,171.157,0.0,0.0,4.5,0.0164204,0.90331,2.41,-2.848,-3.913,3471.386,1899.195,-1.802,8.973,0.555,1.0,3.0,100.0,0.0,0.0,39.181,0.0,15.0,0.0,5.0
268,2728-AS-310,25.0,55.0,2.2,1,0,15.6,CC1(C)[C@@H](CC2)CC(\[C@]12C)=N\CCN3CCCCC3,1.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,262.437,2.318,553.299,22.18,16.927,0.0,0.0,3.0,0.0052503,0.8289307,3.849,-3.025,-5.107,1522.2,861.906,-2.971,8.787,-0.396,2.0,3.0,100.0,0.0,0.0,20.697,0.0,6.0,0.0,5.0
